date,doc_id,corporation,boss,law,action_cnt,rule_cnt
2015-12-16,北市勞動字第10436207700號,財團法人語言訓練測驗中心,楊泮池,9-1,1,1
2015-12-16,北市勞動字第10436240400號,金儀股份有限公司,黃世坤,24;32-1,1,2
2015-12-11,北市勞動字第10436193800號,蜜望實企業股份有限公司,林訓民,32-2,1,1
2015-12-11,北市勞動字第10436228900號,北都汽車股份有限公司,周欽賢,24,1,1
2015-12-11,北市勞動字第10436268700號,正和機電技術工程有限公司,林佑珊,37,1,1
2015-12-11,北市勞動字第10436230500號,台灣三得利股份有限公司,長江淳,24,1,1
2015-12-11,北市勞動字第10436213200號,永瑞大樓管理委員會,何清美,30-1;30-5;35,1,3
2015-12-04,北市勞動字第10436185900號,美商如新華茂股份有限公司台灣分公司,姜惠琳,30-5,1,1
2015-12-04,北市勞動字第10436199100號,吉礪不動產經紀股份有限公司,王正雄,22-2,1,1
2015-12-04,北市勞動字第10436185200號,豐隆大飯店股份有限公司,郭令明,32-2,1,1
2015-12-02,北市勞動字第10436196500號,克林洋國際有限公司,陳蔚松,36,1,1
2015-12-02,北市勞動字第10436196600號,國華保全股份有限公司,楊博竣,24;32-2,1,2
2015-11-27,北市勞動字第10436179700號,好來化工股份有限公司,李宏騫,30-5,1,1
2015-11-27,北市勞動字第10436169100號,台灣優利系統股份有限公司,吳妙娟,30-5,1,1
2015-11-27,北市勞動字第10436179800號,耐特普羅資訊股份有限公司,陳天笞,21-1,1,1
2015-12-30,北市勞動字第10439580800號,克萊亞國際開發有限公司,林志杰,30-5,1,1
2015-12-30,北市勞動字第10439584400號,燦星國際旅行社股份有限公司,陳彥君,24,1,1
2015-12-29,北市勞動字第10440142100號,吳阿火餐飲股份有限公司,吳錫維,24;32-1;49-1,1,3
2015-12-22,北市勞動字第10441166000號,元大商業銀行股份有限公司,范志強,24;36;39;32-2,1,4
2015-12-17,北市勞動字第10440152800號,伊甸動物醫院),高茂仁,24;30-1,1,2
2015-12-14,北市勞動字第10440152500號,靚美自助餐店),張丁文,24;30-5,1,2
2015-12-14,北市勞動字第10437947800號,印象牙醫診所,翁肇嘉,32-2,1,1
2015-12-14,北市勞動字第10440152700號,正記美食有限公司,劉美玉,30-1;36,1,2
2015-12-11,北市勞動字第10438282000號,成翰工程有限公司,楊英得,59-14,1,1
2015-12-03,北市勞動字第10440150000號,拿帕里股份有限公司,陳翔立,32-2,1,1
2015-12-02,北市勞動字第10437984700號,儀大股份有限公司,莊明勳,30-2,1,1
2015-12-02,北市勞動字第10436173200號,愛爾蘭商美信國際股份有限公司台灣分公司,卡斯博MARK CASPER,30-5,1,1
2015-12-02,北市勞動字第10440147100號,國防醫學院三軍總醫院北投分院,黃耀進,24;32-2;49-1,1,3
2015-12-01,北市勞動字第10437993300號,致伸科技股份有限公司,梁立省,32-2,1,1
2015-12-01,北市勞動字第10437304300號,茹絲葵食品企業股份有限公司,葛世傑,24;30-5,1,2
2015-12-29,北市勞動字第10436293600號,快樂麗康股份有限公司,王燦榮,32-1;49-1;70,1,3
2015-12-29,北市勞動字第10436255100號,三都屋國際有限公司,王明程,30-5;32-1;70,1,3
2015-12-29,北市勞動字第10436292600號,元鯕股份有限公司,葉哲愷,32-1;32-2;38;49-1;70,1,5
2015-12-28,北市勞動字第10436274400號,東方美企業股份有限公司,呂恩政,38,1,1
2015-12-28,北市勞動字第10436276000號,開榮股份有限公司,許俊嵩,30-5;32-1;32-2;70,1,4
2015-12-28,北市勞動字第10436289200號,勤業眾信聯合會計師事務所),郭政弘,36,1,1
2015-12-28,北市勞動字第10436275500號,偉得股份有限公司,曾博雅,24;30-5;32-1,1,3
2015-12-28,北市勞動字第10436275600號,全虹企業股份有限公司,李彬,24;32-2,1,2
2015-12-25,北市勞動字第10436280500號,法藍瓷股份有限公司,陳立恒,32-2,1,1
2015-12-24,北市勞動字第10436280300號,台灣基恩斯股份有限公司,山本晃則,24;32-2,1,2
2015-12-22,北市勞動字第10436240600號,安得利設計藝術股份有限公司,Gary Neiman,30-5;70,1,2
2015-12-22,北市勞動字第10436268200號,和昌國際工業股份有限公司,江程金,24;32-2,1,2
2015-12-21,北市勞動字第10436231200號,翔宇生醫科技股份有限公司,蔡嘉櫸,32-2,1,1
2015-12-21,北市勞動字第10436244600號,台灣赫斯特媒體股份有限公司,艾德華,24;32-1;32-2;49-1,1,4
2015-12-21,北市勞動字第10436193700號,新加坡商克蘭詩股份有限公司台灣分公司,駱睿倫,30-5,1,1
2015-12-21,北市勞動字第10436244300號,留乃堂食品有限公司,林秋金,24;30-1;36;37;38,1,5
2015-12-21,北市勞動字第10436228200號,東森新聞雲股份有限公司,李傳偉,36,1,1
2015-12-21,北市勞動字第10436227900號,大葉高島屋百貨股份有限公司,葉喬智,32-2,1,1
2015-12-18,北市勞動字第10436207500號,法?麗國際股份有限公司,李國祥,24,1,1
2015-12-18,北市勞動字第10436213800號,日新不銹鋼工業股份有限公司,蕭東欣,30-1;36,1,2
2015-12-18,北市勞動字第10436212200號,樹森開發股份有限公司,周明昭,30-1;36,1,2
2015-12-18,北市勞動字第10436213900號,永磐科技股份有限公司,楊清文,30-5,1,1
2015-12-18,北市勞動字第10436212900號,麻洛野國際服飾有限公司,蔡昇翰,36,1,1
2015-12-18,北市勞動字第10436207000號,中美鐘錶眼鏡股份有限公司,王文祥,36;39,1,2
2015-12-18,北市勞動字第10436212500號,其其安有限公司,李李仁,22-2;30-1;39,1,3
2015-12-14,北市勞動字第10436185800號,瑩諮科技股份有限公司,楊炯浩,32-2,1,1
2015-12-14,北市勞動字第10436197200號,桂麗瑩黃金有限公司,友野桂佑,24;70,1,2
2015-12-14,北市勞動字第10436196000號,可堤行銷設計股份有限公司,徐誠斌,24;32-1;32-2,1,3
2015-12-14,北市勞動字第10436190400號,豪泰汽車客運股份有限公司,周文蘭,21-1;24;32-2,1,3
2015-12-11,北市勞動字第10436185700號,台灣希捷科技股份有限公司,歐馬利,30-5;70,1,2
2015-12-08,北市勞動字第10436187000號,攸泰科技股份有限公司,簡民智,32-2,1,1
2015-12-07,北市勞動字第10436169200號,盈達園藝設計股份有限公司,吳正成,36,1,1
2015-12-07,北市勞動字第10436180500號,政昇藥局),陳文志,30-5,1,1
2015-12-07,北市勞動字第10436178400號,聯陞電信網路科技股份有限公司,呂仁宇,30-5,1,1
2015-12-07,北市勞動字第10436170200號,百寬營造有限公司,張東輝,30-1,1,1
2015-12-07,北市勞動字第10436178500號,全家福股份有限公司,施永發,30-1;37,1,2
2015-12-07,北市勞動字第10436188900號,華得廣告事業股份有限公司,葉雪元,24;32-1;32-2,1,3
2015-12-07,北市勞動字第10436168600號,薩摩亞商富甲一方餐飲管理顧問有限公司台灣分公司,陳錫冠,36,1,1
2015-12-07,北市勞動字第10436175100號,台灣彪馬股份有限公司,孟祿德,24,1,1
2015-12-07,北市勞動字第10436168100號,潤泰創新國際股份有限公司,陳文燦,24,1,1
2015-12-07,北市勞動字第10436179400號,台灣寶潔股份有限公司,馬睿思,30-3;32-1,1,2
2015-12-07,北市勞動字第10436167100號,星創視界股份有限公司,王國維,30-1;37,1,2
2015-12-07,北市勞動字第10436167000號,三福氣體股份有限公司,康寧,30-5,1,1
2015-12-07,北市勞動字第10436176800號,,簡麗鳳,30-5,1,1
2015-12-07,北市勞動字第10436166600號,老達利貿易股份有限公司,林育良,32-2,1,1
2015-12-07,北市勞動字第10436180600號,台灣健康宅配科技股份有限公司,王照允,24,1,1
2015-12-07,北市勞動字第10436176400號,明威室內裝修股份有限公司,蘇鑾英,32-2,1,1
2015-12-02,北市勞動字第10436173900號,年輕瘋股份有限公司,詹智為,22-2;43,1,2
2015-12-02,北市勞動字第10436173500號,駿鋒保全股份有限公司,郭寶華,30-1,1,1
2015-12-02,北市勞動字第10436165900號,永準貿易股份有限公司,黃德治,32-1;32-2;36;49-1,1,4
2015-12-01,北市勞動字第10436162800號,台灣愛力根藥品股份有限公司,劉美黛,24;30-5;32-1;70,1,4
2015-12-01,北市勞動字第10435621100號,長庚生物科技股份有限公司,楊定一,24,1,1
2015-12-01,北市勞動字第10436164500號,倍騰國際股份有限公司,邱慶祝,32-1,1,1
2015-12-01,北市勞動字第10435621400號,包豪氏企業有限公司,黃銳林,30-1;32-2,1,2
2015-12-01,北市勞動字第10436163500號,飛雁有限公司,余聲均,24;49-1,1,2
2015-11-30,北市勞動字第10436163100號,英屬蓋曼群島商金百利克拉克股份有限公司台灣分公司,廖偉立,30-5,1,1
2015-11-27,北市勞動字第10435619200號,台灣聯合物流股份有限公司,高志誠,24,1,1
2015-11-27,北市勞動字第10435615400號,台灣麥姝時裝股份有限公司,近藤?幸,70,1,1
2015-11-27,北市勞動字第10435616300號,德荃企業股份有限公司,蔡方中,32-1,1,1
2015-11-27,北市勞動字第10435617000號,台灣凸版電子股份有限公司,小佐見茂,24,1,1
2015-11-26,北市勞動字第10435619800號,香港商世界健身事業有限公司台灣分公司,柯約翰,30-1;49-1,1,2
2015-11-26,北市勞動字第10435615800號,賽百味亞洲國際開發有限公司,廖敏耕,30-5,1,1
2015-11-26,北市勞動字第10436162400號,地景實業股份有限公司,洪孟欽,32-2,1,1
2015-11-26,北市勞動字第10435618000號,永隆工程股份有限公司,傅弘民,32-2,1,1
2015-12-30,北市勞動字第10436324900號,吉兒有限公司,林壽伶,30-1;36,1,2
2015-12-28,北市勞動字第10436328000號,寶碩財務科技股份有限公司,白介宇,36,1,1
2015-12-28,北市勞動字第10436271500號,星裕國際股份有限公司,林彥男,24,1,1
2015-12-28,北市勞動字第10436272000號,天和鮮物股份有限公司,劉天和,30-1,1,1
2015-12-28,北市勞動字第10436275200號,艾肯娛樂股份有限公司,黃新凱,24,1,1
2015-12-25,北市勞動字第10436352100號,蓮池閣股份有限公司,黃素貞,30-1,1,1
2015-12-25,北市勞動字第10440361200號,台灣通用磨坊股份有限公司,朱璽,30-5,1,1
2015-12-23,北市勞動字第10436269500號,拓客行銷股份有限公司,陳虹旭,24,1,1
2015-12-22,北市勞動字第10436271800號,依賞企業有限公司,方李雲霓,32-2;36,1,2
2015-12-22,北市勞動字第10436280100號,中化裕民健康事業股份有限公司,王勳聖,32-2,1,1
2015-12-21,北市勞動字第10436193200號,薩摩亞商客來喜餐飲股份有限公司台灣分公司,孫健倫,30-1;32-2,1,2
2015-12-17,北市勞動字第10436272700號,聚興科技股份有限公司,林子淵,32-2,1,1
2015-12-17,北市勞動字第10436193900號,亞誠有限公司,金士涵,24;32-2,1,2
2015-12-16,北市勞動字第10436277000號,大中新記貿易股份有限公司,周令侃,30-5,1,1
2015-12-16,北市勞動字第10436293500號,南西設計有限公司,田中哲男,32-2,1,1
2015-12-16,北市勞動字第10436292700號,積家企業有限公司,劉文侃,24,1,1
2015-12-15,北市勞動字第10436212800號,魚民股份有限公司,大神輝博,24;32-2,1,2
2015-12-15,北市勞動字第10436239200號,天時資產管理有限公司,林宇宏,80,1,1
2015-12-15,北市勞動字第10436207800號,恆昶實業股份有限公司,沈愛根,30-5,1,1
2015-12-14,北市勞動字第10436279800號,獨身貴族實業股份有限公司,馮聖欽,24;32-1,1,2
2015-12-14,北市勞動字第10436193100號,大芳食品事業有限公司,林文耀,30-1,1,1
2015-12-14,北市勞動字第10436227600號,億進工程興業有限公司,簡進添,36,1,1
2015-12-14,北市勞動字第10436230600號,樂活在台北股份有限公司,謝孟儒,22-2;30-5;36,1,3
2015-12-14,北市勞動字第10436191300號,協京貿易股份有限公司,翁明源,24;30-5;70,1,3
2015-12-14,北市勞動字第10436184900號,光寶科技股份有限公司,宋恭源,30-5,1,1
2015-12-14,北市勞動字第10436184600號,崑印企業股份有限公司,黃旭初,24,1,1
2015-12-14,北市勞動字第10436204100號,台灣羅德史瓦茲有限公司,葛瑞海,24,1,1
2015-12-08,北市勞動字第10436187700號,雅莊旅館有限公司,謝亞男,21-1,1,1
2015-12-08,北市勞動字第10436194600號,日耀興業有限公司,歐陽群,30-5;39,1,2
2015-12-07,北市勞動字第10436175300號,正芳美食坊),吳正吉,30-5,1,1
2015-12-07,北市勞動字第10436180700號,紐因特有限公司,姚怡如,22-2,1,1
2015-12-07,北市勞動字第10436166800號,聯邦保全股份有限公司,謝志明,38,1,1
2015-12-07,北市勞動字第10436194700號,品竣工程行）,劉幸福,59-11;59-12,1,2
2015-12-07,北市勞動字第10436170000號,愛茉莉太平洋股份有限公司,金昇煥,30-5,1,1
2015-12-07,北市勞動字第10436176700號,台灣賀利氏材料科技股份有限公司,卓士德,30-5,1,1
2015-12-07,北市勞動字第10436178900號,三菱通運有限公司,趙淑英,24,1,1
2015-12-07,北市勞動字第10436168400號,長江保全股份有限公司,鄭嘉玲,24,1,1
2015-12-02,北市勞動字第10436177000號,世康實業股份有限公司,邱秀輝,22-2,1,1
2015-12-02,北市勞動字第10436164700號,台灣康貝股份有限公司,松浦弘昌,30-5,1,1
2015-12-02,北市勞動字第10436176600號,臨江茶香飲料店),姜純浩,32-2,1,1
2015-12-01,北市勞動字第10436175400號,阡禾實業有限公司,邱家和,30-5,1,1
2015-12-01,北市勞動字第10436163400號,萬士益冷氣股份有限公司,溫義子,30-1,1,1
2015-12-01,北市勞動字第10435621800號,家城股份有限公司,伍滉溏,30-1;30-5;38,1,3
2015-12-01,北市勞動字第10436173400號,吉田國際股份有限公司,李艾臻,24,1,1
2015-11-30,北市勞動字第10436179100號,嘉鎷興業股份有限公司,趙一葵,30-5;32-2,1,2
2015-11-30,北市勞動字第10436176300號,云晴文創有限公司,鄭文宏,24,1,1
2015-11-27,北市勞動字第10435615000號,台灣洛雅國際時尚有限公司,王滄賢,30-1;37,1,2
2015-11-26,北市勞動字第10435619000號,瑞盟行銷股份有限公司,高志誠,24,1,1
2015-11-30,北市勞動字第10437929700號,凱薩琳國際婚紗攝影有限公司,陳姿亦,24,1,1
2015-12-28,北市勞動字第10438049600號,崇友實業股份有限公司,唐伯龍,32-2;36,1,2
2015-12-22,北市勞動字第10440615700號,兒女是寶嬰童用品有限公司,楊洪榮,23-2;30-5,1,2
2015-12-16,北市勞動字第10440156400號,崑碁電腦股份有限公司,翁俊楠,37,1,1
2015-12-14,北市勞動字第10440156300號,天沐旅店股份有限公司,賴青櫪,22-2,1,1
2015-12-14,北市勞動字第10437976900號,台灣日立股份有限公司,黃葉寶鳳,30-5,1,1
2015-12-30,北市勞動字第10436315100號,晨陽全球發展股份有限公司,邵任,36,1,1
2015-12-30,北市勞動字第10436306700號,賞霖創藝股份有限公司,姜怡君,30-5,1,1
2015-12-30,北市勞動字第10436302000號,得恩堂眼鏡有限公司,廖明遜,36,1,1
2015-12-29,北市勞動字第10436292100號,亭方企業有限公司,楊永源,24,1,1
2015-12-29,北市勞動字第10436292200號,葛洛莉美容國際有限公司,楊永源,30-1;36,1,2
2015-12-28,北市勞動字第10436275900號,藍新資訊股份有限公司,詹聖生,24;32-2,1,2
2015-12-28,北市勞動字第10436276100號,安防有限公司,林哲民,36,1,1
2015-12-28,北市勞動字第10439572100號,茂盛營造股份有限公司,簡卓雄,24;30-5,1,2
2015-12-28,北市勞動字第10436269300號,欣達航空貨運股份有限公司,黃哲忠,36,1,1
2015-12-28,北市勞動字第10436293400號,天下保全股份有限公司,劉正昆,30-5;37,1,2
2015-12-25,北市勞動字第10436321800號,新光三越百貨股份有限公司,吳東興,30-1;32-2,1,2
2015-12-25,北市勞動字第10440655700號,果田國際股份有限公司,陳淑惠,24;30-1,1,2
2015-12-24,北市勞動字第10439570500號,好客餐飲有限公司,林昱成,32-2,1,1
2015-12-24,北市勞動字第10436280900號,禾磊藝術有限公司,梁豫漳,30-5;32-2,1,2
2015-12-24,北市勞動字第10440638800號,台灣羅多倫和餐餐飲股份有限公司,星野正則,30-1,1,1
2015-12-21,北市勞動字第10436227700號,龍德文具有限公司,劉和德,38,1,1
2015-12-21,北市勞動字第10436231000號,泥采有限公司,吳世傑,24,1,1
2015-12-21,北市勞動字第10436230800號,詠利皮飾有限公司,吳惠美,24,1,1
2015-12-21,北市勞動字第10436192900號,寶寶皮飾有限公司,吳惠如,24,1,1
2015-12-21,北市勞動字第10436240700號,應安有限公司,周明德,30-1;36,1,2
2015-12-21,北市勞動字第10436244800號,主動媒體股份有限公司,陳佑昌,32-2,1,1
2015-12-21,北市勞動字第10436243000號,台灣創先電子有限公司,陳耀漢,24;70,1,2
2015-12-21,北市勞動字第10436242400號,新飴企業有限公司,黃子豪,32-2;36,1,2
2015-12-17,北市勞動字第10440597900號,慕客館文化事業有限公司,劉正華,32-2;36,1,2
2015-12-16,北市勞動字第10436213400號,奇哥股份有限公司,陶世恩,24,1,1
2015-12-14,北市勞動字第10436334100號,久和醫療儀器股份有限公司,李沛霖,32-2,1,1
2015-12-14,北市勞動字第10436184800號,科威資訊股份有限公司,陳明熙,22-2,1,1
2015-12-14,北市勞動字第10436204300號,漢廷開發股份有限公司,李秋燕,22-2;30-1;30-5;32-1,1,4
